booking_id,passenger_id,flight_id,booking_date,status,is_confirmed
B1773,P1171,AI074,2026-01-01 11:37:36.952,PENDING,False
B1774,P1648,UK161,2026-01-07 11:37:36.952,CANCELLED,False
B1775,P1999,AI008,2025-06-19 11:37:36.952,CANCELLED,False
B1776,P1497,UK121,2025-12-27 11:37:36.952,CANCELLED,False
B1777,P1470,6F154,2025-04-26 11:37:36.952,CONFIRMED,True
B1778,P1383,6F161,2025-08-01 11:37:36.952,CONFIRMED,True
B1779,P1689,6F153,2026-02-01 11:37:36.952,PENDING,False
B1780,P1588,6F225,2026-02-10 11:37:36.952,PENDING,False
B1781,P1699,AI191,2026-02-09 11:37:36.952,PENDING,False
B1782,P1506,AI218,2025-08-18 11:37:36.952,CONFIRMED,True
B1783,P1991,6F267,2025-09-28 11:37:36.952,PENDING,False
B1784,P1526,UK125,2025-08-20 11:37:36.952,CANCELLED,False
B1785,P1803,6F208,2025-08-19 11:37:36.952,PENDING,False
B1786,P1830,6F119,2026-02-12 11:37:36.952,CANCELLED,False
B1787,P1324,AI063,2025-07-11 11:37:36.952,CONFIRMED,True
B1788,P1213,UK016,2025-06-05 11:37:36.952,CANCELLED,False
B1789,P1207,6F048,2026-01-13 11:37:36.952,CANCELLED,False
B1790,P1168,6F266,2025-04-23 11:37:36.952,CANCELLED,False
B1791,P1329,AI167,2026-02-24 11:37:36.952,CONFIRMED,True
B1792,P1279,6F165,2026-01-17 11:37:36.952,CONFIRMED,True
B1793,P1977,SJ104,2025-11-25 11:37:36.952,CONFIRMED,True
B1794,P1304,UK160,2025-06-26 11:37:36.952,CONFIRMED,True
B1795,P1145,UK160,2026-03-21 11:37:36.952,PENDING,False
B1796,P1774,SJ230,2025-11-28 11:37:36.952,CONFIRMED,True
B1797,P1515,AI042,2025-06-03 11:37:36.952,CANCELLED,False
B1798,P1089,UK197,2025-05-16 11:37:36.952,CONFIRMED,True
B1799,P1452,AI107,2026-02-05 11:37:36.952,PENDING,False
B1800,P1059,SJ128,2025-08-22 11:37:36.952,PENDING,False
B1801,P1310,6F121,2026-04-14 11:37:36.952,PENDING,False
B1802,P1527,AI111,2025-06-30 11:37:36.952,UNKNOWN,False
B1803,P1226,SJ137,2026-02-21 11:37:36.952,CONFIRMED,True
B1804,P1473,AI232,2025-11-12 11:37:36.952,CONFIRMED,True
B1805,P1977,SJ113,2025-10-26 11:37:36.952,CONFIRMED,True
B1806,P1540,AI117,2025-08-02 11:37:36.952,CANCELLED,False
B1807,P1662,6F185,2025-06-28 11:37:36.952,CANCELLED,False
B1808,P1756,AI194,2026-01-26 11:37:36.952,PENDING,False
B1809,P1781,UK045,2026-04-09 11:37:36.952,PENDING,False
B1810,P1078,6F228,2026-03-20 11:37:36.952,CONFIRMED,True
B1811,P1432,SJ190,2026-04-04 11:37:36.952,CANCELLED,False
B1812,P1800,AI156,2026-01-06 11:37:36.952,CANCELLED,False
B1813,P1152,AI104,2025-04-21 11:37:36.952,UNKNOWN,False
B1814,P1788,UK033,2025-06-22 11:37:36.952,CONFIRMED,True
B1815,P1400,UK137,2025-05-01 11:37:36.952,PENDING,False
B1816,P1278,UK214,2025-06-21 11:37:36.952,PENDING,False
B1817,P1056,6F033,2025-06-07 11:37:36.952,PENDING,False
B1818,P1976,AI114,2025-11-07 11:37:36.952,CONFIRMED,True
B1819,P1185,AI017,2026-01-19 11:37:36.952,CONFIRMED,True
B1820,P1397,6F244,2025-12-01 11:37:36.952,PENDING,False
B1821,P1604,6F160,2025-11-27 11:37:36.952,PENDING,False
B1822,P1787,6F088,2026-01-05 11:37:36.952,CANCELLED,False
B1823,P1157,6F155,2025-11-26 11:37:36.952,CANCELLED,False
B1824,P1786,AI095,2026-04-15 11:37:36.952,PENDING,False
B1825,P1692,6F139,2025-05-17 11:37:36.952,PENDING,False
B1826,P1358,6F101,2025-07-11 11:37:36.952,CANCELLED,False
B1827,P1439,AI054,2025-06-23 11:37:36.952,PENDING,False
B1828,P1588,SJ094,2025-05-18 11:37:36.952,CANCELLED,False
B1829,P1465,6F217,2026-01-15 11:37:36.952,CANCELLED,False
B1830,P1662,6F100,2026-04-15 11:37:36.952,CANCELLED,False
B1831,P1445,6F081,2026-02-05 11:37:36.952,CONFIRMED,True
B1832,P1749,SJ156,2025-06-17 11:37:36.952,CONFIRMED,True
B1833,P1800,6F060,2025-06-07 11:37:36.952,PENDING,False
B1834,P1742,UK129,2025-08-14 11:37:36.952,CANCELLED,False
B1835,P1487,UK032,2026-02-07 11:37:36.952,CONFIRMED,True
B1836,P1529,AI166,2025-09-23 11:37:36.952,PENDING,False
B1837,P1072,SJ056,2025-10-31 11:37:36.952,PENDING,False
B1838,P1928,SJ101,2025-06-12 11:37:36.952,PENDING,False
B1839,P1927,SJ065,2025-05-09 11:37:36.952,PENDING,False
B1840,P1700,SJ100,2025-04-19 11:37:36.952,PENDING,False
B1841,P1949,UK011,2025-10-24 11:37:36.952,CANCELLED,False
B1842,P1016,6F062,2026-02-17 11:37:36.952,PENDING,False
B1843,P1530,SJ176,2025-08-15 11:37:36.952,CANCELLED,False
B1844,P1730,6F120,2025-11-26 11:37:36.952,CONFIRMED,True
B1845,P1325,AI121,2026-03-05 11:37:36.952,PENDING,False
B1846,P1994,UK072,2025-08-30 11:37:36.952,CONFIRMED,True
B1847,P1631,AI006,2026-04-06 11:37:36.952,CANCELLED,False
B1848,P1612,SJ231,2025-05-19 11:37:36.952,CANCELLED,False
B1849,P1545,SJ129,2025-06-24 11:37:36.952,UNKNOWN,False
B1850,P1595,6F110,2025-04-21 11:37:36.952,PENDING,False
B1851,P1920,6F231,2025-11-26 11:37:36.952,PENDING,False
B1852,P1707,6F095,2025-08-09 11:37:36.952,CONFIRMED,True
B1853,P1841,UK054,2025-05-05 11:37:36.952,CONFIRMED,True
B1854,P1201,SJ123,2025-08-10 11:37:36.952,CONFIRMED,True
B1855,P1343,6F006,2026-01-04 11:37:36.952,PENDING,False
B1856,P1852,UK226,2025-05-04 11:37:36.952,PENDING,False
B1857,P1522,AI065,2026-03-07 11:37:36.952,PENDING,False
B1858,P1858,6F008,2025-11-25 11:37:36.952,UNKNOWN,False
B1859,P1399,AI195,2025-11-11 11:37:36.952,PENDING,False
B1860,P1217,UK043,2025-08-01 11:37:36.952,UNKNOWN,False
B1861,P1444,AI125,2025-10-15 11:37:36.952,CONFIRMED,True
B1862,P1764,AI089,2025-10-05 11:37:36.952,PENDING,False
B1863,P1221,UK019,2026-02-12 11:37:36.952,CONFIRMED,True
B1864,P1382,UK078,2025-09-27 11:37:36.952,CANCELLED,False
B1865,P1880,SJ009,2025-07-28 11:37:36.952,CANCELLED,False
B1866,P1591,UK178,2026-01-28 11:37:36.952,CONFIRMED,True
B1867,P1006,UK018,2025-11-23 11:37:36.952,CONFIRMED,True
B1868,P1271,SJ059,2026-04-10 11:37:36.952,CANCELLED,False
B1869,P1738,UK108,2026-02-04 11:37:36.952,CONFIRMED,True
B1870,P1015,6F045,2025-04-25 11:37:36.952,CANCELLED,False
B1871,P1423,AI144,2025-10-04 11:37:36.952,CANCELLED,False
B1872,P1523,AI244,2025-07-09 11:37:36.952,PENDING,False
B1873,P1802,6F265,2025-04-25 11:37:36.952,CONFIRMED,True
B1874,P1752,6F108,2026-01-26 11:37:36.952,CONFIRMED,True
B1875,P1020,6F069,2025-06-17 11:37:36.952,PENDING,False
B1876,P1689,6F072,2025-06-14 11:37:36.952,CANCELLED,False
B1877,P1938,6F096,2025-11-09 11:37:36.952,CONFIRMED,True
B1878,P1227,SJ233,2025-12-31 11:37:36.952,PENDING,False
B1879,P1784,AI203,2025-12-03 11:37:36.952,PENDING,False
B1880,P1287,UK147,2026-03-08 11:37:36.952,CONFIRMED,True
B1881,P1808,UK039,2025-08-26 11:37:36.952,PENDING,False
B1882,P1133,6F216,2025-10-17 11:37:36.952,CANCELLED,False
B1883,P1983,AI214,2025-11-17 11:37:36.952,PENDING,False
B1884,P1282,UK025,2025-08-31 11:37:36.952,CANCELLED,False
B1885,P1403,UK053,2025-08-10 11:37:36.952,CANCELLED,False
B1886,P1664,6F130,2026-02-12 11:37:36.952,UNKNOWN,False
B1887,P1065,6F247,2026-03-09 11:37:36.952,PENDING,False
B1888,P1648,6F159,2025-12-25 11:37:36.952,CANCELLED,False
B1889,P1603,UK086,2026-02-24 11:37:36.952,CANCELLED,False
B1890,P1436,6F102,2025-08-30 11:37:36.952,PENDING,False
B1891,P1828,UK186,2026-01-26 11:37:36.952,CANCELLED,False
B1892,P1933,6F032,2025-08-24 11:37:36.952,PENDING,False
B1893,P1258,6F186,2025-08-02 11:37:36.952,CONFIRMED,True
B1894,P1979,6F106,2026-02-24 11:37:36.952,CANCELLED,False
B1895,P1965,AI021,2025-10-05 11:37:36.952,CANCELLED,False
B1896,P1102,AI157,2025-11-30 11:37:36.952,PENDING,False
B1897,P1992,6F054,2025-11-01 11:37:36.952,PENDING,False
B1898,P1566,AI187,2025-10-03 11:37:36.952,PENDING,False
B1899,P1768,SJ124,2025-09-28 11:37:36.952,PENDING,False
B1900,P1100,SJ223,2025-10-06 11:37:36.952,CANCELLED,False
B1901,P1197,UK103,2025-04-25 11:37:36.952,CONFIRMED,True
B1902,P1812,SJ157,2026-02-08 11:37:36.952,CONFIRMED,True
B1903,P1225,6F242,2025-11-06 11:37:36.952,CONFIRMED,True
B1904,P1942,UK213,2025-07-01 11:37:36.952,CONFIRMED,True
B1905,P1462,SJ120,2026-02-13 11:37:36.952,PENDING,False
B1906,P1236,AI035,2025-08-11 11:37:36.952,CANCELLED,False
B1907,P1025,6F147,2026-01-14 11:37:36.952,CANCELLED,False
B1908,P1120,SJ229,2025-08-09 11:37:36.952,CANCELLED,False
B1909,P1909,AI230,2025-11-14 11:37:36.952,PENDING,False
B1910,P1505,UK162,2025-06-10 11:37:36.952,CANCELLED,False
B1911,P1181,AI066,2025-05-29 11:37:36.952,PENDING,False
B1912,P1710,6F205,2025-09-09 11:37:36.952,CANCELLED,False
B1913,P1813,AI124,2025-05-24 11:37:36.952,CONFIRMED,True
B1914,P1766,UK114,2025-10-19 11:37:36.952,PENDING,False
B1915,P1633,AI231,2025-06-03 11:37:36.952,CANCELLED,False
B1916,P1542,AI113,2025-10-30 11:37:36.952,CONFIRMED,True
B1917,P1983,UK180,2025-08-03 11:37:36.952,UNKNOWN,False
B1918,P1314,UK180,2025-10-07 11:37:36.952,CONFIRMED,True
B1919,P1990,6F080,2026-03-17 11:37:36.952,PENDING,False
B1920,P1796,SJ095,2025-05-11 11:37:36.952,PENDING,False
B1921,P1617,SJ115,2025-04-24 11:37:36.952,CANCELLED,False
B1922,P1735,AI142,2025-05-14 11:37:36.952,CONFIRMED,True
B1923,P1272,UK169,2025-11-28 11:37:36.952,CANCELLED,False
B1924,P1909,SJ041,2025-05-04 11:37:36.952,CANCELLED,False
B1925,P1231,UK171,2025-04-20 11:37:36.952,CONFIRMED,True
B1926,P1419,AI081,2025-11-27 11:37:36.952,CANCELLED,False
B1927,P1767,AI162,2026-01-28 11:37:36.952,PENDING,False
B1928,P1441,SJ037,2026-01-23 11:37:36.952,CANCELLED,False
B1929,P1495,SJ037,2025-11-05 11:37:36.952,CONFIRMED,True
B1930,P1023,UK080,2025-12-16 11:37:36.952,PENDING,False
B1931,P1108,SJ031,2025-09-26 11:37:36.952,PENDING,False
B1932,P1702,AI199,2025-12-28 11:37:36.952,CANCELLED,False
B1933,P1501,6F082,2025-05-28 11:37:36.952,CANCELLED,False
B1934,P1858,UK217,2026-04-12 11:37:36.952,PENDING,False
B1935,P1024,UK014,2026-04-13 11:37:36.952,CANCELLED,False
B1936,P1186,SJ180,2026-01-11 11:37:36.952,CONFIRMED,True
B1937,P1287,6F268,2026-02-19 11:37:36.952,CANCELLED,False
B1938,P1627,UK205,2026-04-07 11:37:36.952,CANCELLED,False
B1939,P1337,SJ212,2025-07-22 11:37:36.952,PENDING,False
B1940,P1877,UK052,2025-06-25 11:37:36.952,CANCELLED,False
B1941,P1913,UK230,2025-06-13 11:37:36.952,CANCELLED,False
B1942,P1036,AI145,2025-07-18 11:37:36.952,CANCELLED,False
B1943,P1793,SJ035,2026-03-13 11:37:36.952,CONFIRMED,True
B1944,P1136,SJ184,2025-07-20 11:37:36.952,CANCELLED,False
B1945,P1507,6F207,2025-11-03 11:37:36.952,CONFIRMED,True
B1946,P1226,UK144,2026-03-30 11:37:36.952,CONFIRMED,True
B1947,P1319,AI126,2025-10-22 11:37:36.952,CONFIRMED,True
B1948,P1839,SJ145,2025-05-19 11:37:36.952,CONFIRMED,True
B1949,P1915,6F040,2025-05-16 11:37:36.952,PENDING,False
B1950,P1181,UK049,2025-06-15 11:37:36.952,CONFIRMED,True
B1951,P1873,UK049,2026-03-18 11:37:36.952,CANCELLED,False
B1952,P1085,AI087,2025-10-18 11:37:36.952,CONFIRMED,True
B1953,P1466,AI152,2025-05-24 11:37:36.952,CANCELLED,False
B1954,P1925,SJ240,2025-11-06 11:37:36.952,CONFIRMED,True
B1955,P1052,AI212,2025-09-14 11:37:36.952,PENDING,False
B1956,P1859,AI064,2025-09-21 11:37:36.952,CONFIRMED,True
B1957,P1866,6F093,2025-06-07 11:37:36.952,CONFIRMED,True
B1958,P1234,AI118,2025-04-28 11:37:36.952,PENDING,False
B1959,P1958,AI172,2025-12-19 11:37:36.952,CONFIRMED,True
B1960,P1778,6F183,2026-01-30 11:37:36.952,CANCELLED,False
B1961,P1798,6F200,2025-07-15 11:37:36.952,CONFIRMED,True
B1962,P1432,SJ077,2025-12-23 11:37:36.952,CONFIRMED,True
B1963,P1495,UK030,2026-02-24 11:37:36.952,CONFIRMED,True
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,False
B1965,P1099,6F090,2026-01-29 11:37:36.952,CONFIRMED,True
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,True
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,False
B1968,P1402,6F089,2025-10-11 11:37:36.952,CONFIRMED,True
B1969,P1395,6F218,2026-04-08 11:37:36.952,CONFIRMED,True
B1970,P1526,6F241,2025-11-26 11:37:36.952,CONFIRMED,True
B1971,P1414,6F116,2025-08-20 11:37:36.952,CONFIRMED,True
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,False
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,False
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,False
B1975,P1462,UK148,2025-08-26 11:37:36.952,UNKNOWN,False
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,False
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,False
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,True
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,False
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,False
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,True
B1982,P1083,6F162,2025-06-17 11:37:36.952,UNKNOWN,False
B1983,P1270,UK101,2025-06-28 11:37:36.952,UNKNOWN,False
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,True
B1985,P1387,6F239,2025-09-28 11:37:36.952,CONFIRMED,True
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,True
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,False
B1988,P1165,6F248,2026-02-17 11:37:36.952,PENDING,False
B1989,P1790,6F002,2025-12-10 11:37:36.952,UNKNOWN,False
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,True
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,False
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,True
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,False
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,True
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,False
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,False
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,False
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,True
B1999,P1412,UK124,2025-08-08 11:37:36.952,UNKNOWN,False
