booking_id,passenger_id,flight_id,booking_date,status,is_confirmed,airline,source,destination,route,departure_time,arrival_time,duration_minutes,overnight_flight,flight_record_status,flight_match_status,payment_amount,payment_rows,passenger_key,age_band,gender
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,False,IndiGo,BOM,HYD,BOM-HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,False,VALID,VALID,10934.46,3,5b46c230b44c531a,35-54,F
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,True,Air India,DEL,CCU,DEL-CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,False,VALID,VALID,14280.26,1,b24576ecd2ed6403,0-17,M
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,False,Vistara,BOM,MAA,BOM-MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,248.0,False,VALID,VALID,19207.53,1,73ee0bb4a2c155ae,55+,M
B1499,P1687,AI033,2025-06-17 11:37:36.952,UNKNOWN,False,Air India,MAA,CCU,MAA-CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,False,VALID,VALID,0.0,0,39d1daf0321a65a7,18-34,F
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,True,Vistara,HYD,MAA,HYD-MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0,False,VALID,VALID,23263.26,2,d645a3f176a42988,35-54,M
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,False,SpiceJet,CCU,BOM,CCU-BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,287.0,False,VALID,VALID,0.0,0,2426b0a2227ebf71,35-54,M
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,True,Air India,CCU,HYD,CCU-HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,False,VALID,VALID,14446.05,2,ea9422e929a13d02,0-17,F
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,True,SpiceJet,BOM,MAA,BOM-MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,285.0,False,VALID,VALID,20597.15,1,92e8e78de5ea033f,0-17,M
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,False,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,238.0,False,VALID,VALID,9917.92,1,e6450104d06644bf,35-54,F
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,True,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,144.0,False,VALID,VALID,21422.41,3,4efa49bff9c89314,55+,F
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,False,SpiceJet,CCU,MAA,CCU-MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,258.0,False,VALID,VALID,0.0,0,c8666e35e4376147,55+,F
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,False,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,212.0,False,VALID,VALID,5548.85,3,e1983cc03bd1e15f,55+,F
B1508,P1677,AI023,2025-07-31 11:37:36.952,UNKNOWN,False,Air India,HYD,BLR,HYD-BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,False,VALID,VALID,0.0,0,fb80277747aac668,55+,F
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,False,Air India,MAA,BLR,MAA-BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.0,False,VALID,VALID,0.0,0,10d6d6ecb2a19a22,55+,F
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,False,Air India,DEL,BOM,DEL-BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,259.0,False,VALID,VALID,0.0,0,e60442d25bc5f693,55+,M
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,False,IndiGo,BLR,BOM,BLR-BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,False,VALID,VALID,0.0,0,ae37fa4a6e4efefd,0-17,F
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,False,Vistara,DEL,HYD,DEL-HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,False,VALID,VALID,10350.86,1,932990ec1a779758,55+,F
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,True,Vistara,DEL,HYD,DEL-HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,False,VALID,VALID,6805.88,3,671275e88f80ab66,18-34,M
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,False,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,287.0,False,VALID,VALID,0.0,0,8e3db6260921f94b,55+,M
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,False,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,False,VALID,VALID,19339.24,1,afbd94f1848fd410,55+,F
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,220.0,False,VALID,VALID,0.0,0,115f110efe2c6529,0-17,M
B1517,P1784,6F221,2026-01-16 11:37:36.952,UNKNOWN,False,IndiGo,MAA,DEL,MAA-DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,False,VALID,VALID,0.0,0,611287edff2d9e60,55+,F
B1518,P1758,SJ147,2026-03-20 11:37:36.952,UNKNOWN,False,SpiceJet,BLR,CCU,BLR-CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,262.0,False,VALID,VALID,0.0,0,255778825079acb5,35-54,M
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,134.0,False,VALID,VALID,11189.75,1,10760f5869cb3300,55+,F
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,True,Air India,HYD,BOM,HYD-BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,VALID,VALID,6379.48,2,eb351e94403b6f60,55+,M
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,False,Air India,HYD,MAA,HYD-MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,171.0,False,VALID,VALID,16218.49,3,120b27eb84582f37,18-34,M
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,True,UNKNOWN,DEL,HYD,DEL-HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,False,VALID,VALID,5632.8,1,19e6df3eeb202a02,0-17,M
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,False,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,59.0,False,VALID,VALID,11028.23,2,148b9ad00dca1b3d,35-54,F
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,False,IndiGo,MAA,BOM,MAA-BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,False,VALID,VALID,24085.44,3,8c032fa2e7fa614d,18-34,M
B1525,P1245,AI254,2025-05-29 11:37:36.952,UNKNOWN,False,Air India,CCU,HYD,CCU-HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,200.0,False,VALID,VALID,0.0,0,bf4ff98420fadf43,55+,F
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,True,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,139.0,False,VALID,VALID,19986.31,3,744d91a3215c2e07,55+,M
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,False,UNKNOWN,DEL,BOM,DEL-BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,False,VALID,VALID,9841.15,1,d53bf95834e27066,55+,M
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,False,Vistara,CCU,DEL,CCU-DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,140.0,False,VALID,VALID,18128.63,3,ecbb0131879dd730,35-54,M
B1529,P1651,6F066,2025-04-30 11:37:36.952,UNKNOWN,False,IndiGo,BLR,HYD,BLR-HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,96.0,False,VALID,VALID,0.0,0,5c2ee892f9c113da,55+,M
B1530,P1098,UK095,2025-12-08 11:37:36.952,UNKNOWN,False,Vistara,BOM,MAA,BOM-MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,134.0,False,VALID,VALID,0.0,0,a283a09aa25e7484,55+,F
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,False,IndiGo,DEL,HYD,DEL-HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,169.0,False,VALID,VALID,17099.55,2,2bb472f799372f4d,0-17,M
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,False,Vistara,HYD,BLR,HYD-BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,60.0,False,VALID,VALID,3236.01,2,d9b6a9917a89ffe7,18-34,M
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,False,Vistara,MAA,BLR,MAA-BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,250.0,False,VALID,VALID,7599.27,2,b7bdfefb74cf63d4,55+,M
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,True,Vistara,CCU,DEL,CCU-DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,215.0,False,VALID,VALID,14551.94,1,1da5ced675158aae,35-54,F
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,False,Vistara,BLR,DEL,BLR-DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,250.0,False,VALID,VALID,6602.53,3,c298cecdba76c83f,18-34,M
B1536,P1454,AI002,2025-06-01 11:37:36.952,UNKNOWN,False,Air India,HYD,BLR,HYD-BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,False,VALID,VALID,0.0,0,0a7fd94c6462ec54,0-17,M
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,True,Vistara,BOM,DEL,BOM-DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,133.0,False,VALID,VALID,21398.69,2,24fc7c6096a40eed,0-17,M
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,75.0,False,VALID,VALID,24760.93,3,214570e8e57cbbed,35-54,M
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,True,Vistara,HYD,BOM,HYD-BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,133.0,False,VALID,VALID,15231.33,2,653cdfb1325933b2,18-34,F
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,False,Air India,DEL,CCU,DEL-CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,50.0,False,VALID,VALID,0.0,0,d28a5ecd0c7360ca,55+,M
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,True,SpiceJet,BOM,HYD,BOM-HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,59.0,False,VALID,VALID,24787.08,2,b126a52f3502ee36,55+,M
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,False,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,98.0,False,VALID,VALID,6115.11,2,e418a33441293cc1,35-54,M
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,159.0,False,VALID,VALID,0.0,0,c4373c1b39af67a8,35-54,M
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,False,Air India,BLR,HYD,BLR-HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,169.0,False,VALID,VALID,0.0,0,eda3949b35498cd8,55+,F
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,False,Air India,BLR,DEL,BLR-DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,125.0,False,VALID,VALID,4761.08,1,b50944dade76ec98,55+,F
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,False,SpiceJet,BLR,CCU,BLR-CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,123.0,False,VALID,VALID,19617.26,1,c06f7e72b998fc9e,35-54,F
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,102.0,False,VALID,VALID,12543.14,1,598f3ecd29618917,55+,M
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,True,Unknown,BOM,BLR,BOM-BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,VALID,VALID,13325.19,3,a965c821df17a512,35-54,M
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,True,Unknown,BOM,BLR,BOM-BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,VALID,VALID,6314.81,1,c3b65a7f63cdf907,0-17,F
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,True,IndiGo,MAA,HYD,MAA-HYD,2026-04-19 02:14:41.702,2026-04-19 06:18:41.702,244.0,False,VALID,VALID,6980.39,3,92e8e78de5ea033f,0-17,M
B1551,P1920,6F104,2025-11-14 11:37:36.952,UNKNOWN,False,IndiGo,CCU,BOM,CCU-BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,35.0,False,VALID,VALID,0.0,0,b80f0792f54b48b7,35-54,F
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,False,Vistara,CCU,DEL,CCU-DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,148.0,False,VALID,VALID,3982.28,1,54ea7cded53f3952,55+,M
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,True,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,187.0,False,VALID,VALID,8122.75,2,680933683d565020,55+,M
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,False,IndiGo,CCU,MAA,CCU-MAA,2026-04-19 02:05:41.702,2026-04-19 06:04:41.702,239.0,False,VALID,VALID,0.0,0,91d46efeb9c1ecd9,0-17,F
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,True,SpiceJet,DEL,BLR,DEL-BLR,2026-04-19 02:20:41.702,2026-04-19 06:02:41.702,222.0,False,VALID,VALID,13784.35,2,120b27eb84582f37,18-34,M
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,False,IndiGo,BOM,DEL,BOM-DEL,2026-04-19 01:12:41.701,2026-04-19 06:02:41.701,290.0,False,VALID,VALID,0.0,0,bf96c740475045fb,55+,M
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,False,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,183.0,False,VALID,VALID,13852.38,2,844bcfc3767694bb,0-17,M
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,False,Air India,MAA,DEL,MAA-DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.0,False,VALID,VALID,4850.54,2,1b785ebc8f4e1096,35-54,F
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,True,Vistara,DEL,HYD,DEL-HYD,2026-04-19 01:11:41.703,2026-04-19 05:37:41.703,266.0,False,VALID,VALID,8360.68,2,5f77afa3d4c2de29,35-54,M
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,True,Air India,HYD,MAA,HYD-MAA,2026-04-19 02:05:41.703,2026-04-19 05:29:41.703,204.0,False,VALID,VALID,21558.94,3,d5169308ce3fd20e,35-54,F
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,False,Vistara,DEL,BOM,DEL-BOM,2026-04-19 02:20:41.703,2026-04-19 05:21:41.703,181.0,False,VALID,VALID,17026.95,2,9182058658b2ce97,55+,M
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,True,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0,False,VALID,VALID,17281.28,2,5f42312a213a9170,18-34,F
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 01:10:41.701,2026-04-19 05:12:41.701,242.0,False,VALID,VALID,17744.47,3,255778825079acb5,35-54,M
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,False,Air India,BOM,MAA,BOM-MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,False,VALID,VALID,19783.87,3,4ff00403397e83e7,55+,F
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,False,Unknown,BLR,BOM,BLR-BOM,2026-04-19 02:50:41.704,2026-04-19 05:09:41.704,139.0,False,VALID,VALID,0.0,0,d852af5fb259e5b8,0-17,M
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,True,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,55.0,False,VALID,VALID,11065.38,3,67455a9d4cfb6403,18-34,M
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,False,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 01:58:41.702,2026-04-19 05:02:41.702,184.0,False,VALID,VALID,14869.6,2,badbc8cd2f0a1abb,55+,F
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,True,Vistara,HYD,BOM,HYD-BOM,2026-04-19 00:49:41.702,2026-04-19 05:00:41.702,251.0,False,VALID,VALID,10446.04,3,fff87090542f8b51,0-17,M
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,False,Air India,HYD,BLR,HYD-BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,False,VALID,VALID,0.0,0,bdc50ba48d0be6aa,35-54,M
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,False,Vistara,BOM,HYD,BOM-HYD,2026-04-19 00:32:41.703,2026-04-19 04:49:41.703,257.0,False,VALID,VALID,0.0,0,43162d4ec9ebb8ca,55+,F
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,True,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 01:19:41.703,2026-04-19 04:48:41.703,209.0,False,VALID,VALID,19909.81,2,bb7774ccaf953afb,18-34,M
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,True,Vistara,BOM,CCU,BOM-CCU,2026-04-19 00:21:41.702,2026-04-19 04:38:41.702,257.0,False,VALID,VALID,21744.34,3,7e8681b0b5dcad0d,0-17,M
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,VALID,VALID,14105.41,2,dd2315e37eac9292,18-34,F
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,VALID,VALID,0.0,0,9c2461755b69c4ab,0-17,F
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,False,Air India,CCU,DEL,CCU-DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,38.0,False,VALID,VALID,0.0,0,7aa176d0a5f6a996,55+,M
B1576,P1650,SJ032,2025-10-20 11:37:36.952,UNKNOWN,False,SpiceJet,MAA,BOM,MAA-BOM,2026-04-19 02:11:41.701,2026-04-19 04:33:41.701,142.0,False,VALID,VALID,0.0,0,a0c14a5b58b31883,0-17,F
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,True,IndiGo,DEL,BOM,DEL-BOM,2026-04-19 00:35:41.701,2026-04-19 04:32:41.701,237.0,False,VALID,VALID,10493.0,2,2dc43d859714a78e,18-34,M
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,False,Air India,HYD,BOM,HYD-BOM,2026-04-19 00:28:41.702,2026-04-19 04:23:41.702,235.0,False,VALID,VALID,13973.97,2,e2aecd9570718a88,55+,M
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,True,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 02:10:41.703,2026-04-19 04:18:41.703,128.0,False,VALID,VALID,14691.04,2,f2e1cb35b74d3669,35-54,F
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,True,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 00:32:41.702,2026-04-19 04:17:41.702,225.0,False,VALID,VALID,5309.55,2,a759aaee02294002,55+,F
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,True,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 02:44:41.703,2026-04-19 04:14:41.703,90.0,False,VALID,VALID,11768.16,1,9c8b72e9309f1ca4,35-54,M
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,False,Vistara,BLR,CCU,BLR-CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,49.0,False,VALID,VALID,23181.43,3,89b838af3563d06b,18-34,F
B1583,P1603,SJ072,2026-02-22 11:37:36.952,UNKNOWN,False,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 01:18:41.701,2026-04-19 04:08:41.701,170.0,False,VALID,VALID,0.0,0,0b40c4ed7240e82b,35-54,M
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,False,Vistara,MAA,CCU,MAA-CCU,2026-04-18 23:15:41.702,2026-04-19 03:54:41.702,279.0,False,VALID,VALID,0.0,0,f74c7ceeba75df59,35-54,F
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,False,IndiGo,BLR,BOM,BLR-BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,False,VALID,VALID,0.0,0,323969a7963eafc6,55+,F
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,False,SpiceJet,DEL,BOM,DEL-BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,57.0,False,VALID,VALID,0.0,0,92929313a7506963,35-54,M
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,False,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 02:47:41.704,2026-04-19 03:47:42.000,60.0,False,VALID,VALID,3546.11,1,ad3bdf275e916fda,55+,F
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,True,SpiceJet,DEL,BOM,DEL-BOM,2026-04-18 23:38:41.704,2026-04-19 03:43:41.704,245.0,False,VALID,VALID,23404.13,1,901331ea90015d4b,55+,M
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,False,Vistara,CCU,BOM,CCU-BOM,2026-04-19 02:41:41.703,2026-04-19 03:41:42.000,60.0,False,VALID,VALID,12860.56,1,05eea77c075ff732,0-17,F
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,True,Vistara,CCU,DEL,CCU-DEL,2026-04-19 01:10:41.701,2026-04-19 03:23:41.701,133.0,False,VALID,VALID,9765.77,2,0211dba0308362d0,55+,F
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,False,Air India,HYD,BLR,HYD-BLR,2026-04-19 02:07:41.702,2026-04-19 03:20:41.702,73.0,False,VALID,VALID,0.0,0,a29b0b8a8a5283bc,18-34,M
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,True,Vistara,MAA,DEL,MAA-DEL,2026-04-19 02:15:41.702,2026-04-19 03:17:41.702,62.0,False,VALID,VALID,3160.92,3,872ce3ad7cd88dc9,0-17,F
B1593,P1719,6F087,2025-09-24 11:37:36.952,UNKNOWN,False,IndiGo,DEL,HYD,DEL-HYD,2026-04-18 23:24:41.702,2026-04-19 03:10:41.702,226.0,False,VALID,VALID,0.0,0,4f298002003d87c1,0-17,F
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,True,Air India,HYD,DEL,HYD-DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,False,VALID,VALID,18466.74,3,c298cecdba76c83f,18-34,M
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,False,IndiGo,DEL,BOM,DEL-BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,False,VALID,VALID,16942.94,1,b502debe7f09d395,55+,F
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,True,SpiceJet,HYD,CCU,HYD-CCU,2026-04-18 23:21:41.703,2026-04-19 02:54:41.703,213.0,False,VALID,VALID,24599.73,3,a283a09aa25e7484,55+,F
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,True,UNKNOWN,HYD,MAA,HYD-MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,False,VALID,VALID,16647.87,2,057f584babdcf5f8,55+,M
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,True,Vistara,BOM,MAA,BOM-MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,False,VALID,VALID,13505.13,3,e34896f79a0e0759,35-54,F
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,False,Vistara,BOM,MAA,BOM-MAA,2026-04-18 23:52:41.701,2026-04-19 02:52:41.701,180.0,False,VALID,VALID,19751.52,3,f1f58d998de0d7ee,55+,M
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,False,Vistara,BLR,BOM,BLR-BOM,2026-04-19 01:34:41.703,2026-04-19 02:48:41.703,74.0,False,VALID,VALID,22873.21,2,8265fbf82c26f5f4,55+,F
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,False,UNKNOWN,MAA,DEL,MAA-DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,False,VALID,VALID,18855.31,1,f1e921ffaf861ea3,55+,M
B1602,P1173,6F042,2025-07-07 11:37:36.952,UNKNOWN,False,IndiGo,HYD,DEL,HYD-DEL,2026-04-18 22:35:41.701,2026-04-19 02:41:41.701,246.0,False,VALID,VALID,0.0,0,d74aca86f92c65ca,18-34,F
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,False,SpiceJet,DEL,BOM,DEL-BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,False,VALID,VALID,0.0,0,323969a7963eafc6,55+,F
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,False,SpiceJet,DEL,BOM,DEL-BOM,2026-04-19 01:08:41.702,2026-04-19 02:33:41.702,85.0,False,VALID,VALID,0.0,0,49062701bc172585,0-17,F
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,False,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 01:54:41.702,2026-04-19 02:33:41.702,39.0,False,VALID,VALID,0.0,0,da15c99dc20d50e0,0-17,F
